コード,会社名,会社名（カナ）,会社名（英語）,銘柄名,所在地,連結の有無,市場,33業種コード,33業種区分,17業種コード,17業種区分,決算日,総資産（百万）,売上高（百万）
4051,ＧＭＯフィナンシャルゲート株式会社,ジーエムオーフィナンシャルゲートカブシキカイシャ,"GMO Financial Gate, Inc.",ＧＭＯフィナンシャルゲート,渋谷区道玄坂一丁目１４番６号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,7136,7089
4052,フィーチャ株式会社,フィーチャカブシキガイシャ,,フィーチャ,豊島区東池袋三丁目１番１号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月30日,544,260
4053,株式会社Ｓｕｎ　Ａｓｔｅｒｉｓｋ,カブシキガイシャサンアスタリスク,Sun* Inc.,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,千代田区神田紺屋町４５番地１,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,8395,8030
4054,日本情報クリエイト株式会社,ニホンジョウホウクリエイトカブシキカイシャ,"Nihon Jyoho Create Co.,Ltd.",日本情報クリエイト,都城市上町１３街区１８号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月30日,4323,2617
4055,ティアンドエス株式会社,ティアンドエスカブシキガイシャ,T&S inc.,ティアンドエス,横浜市西区みなとみらい三丁目６番３号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,11月30日,1987,2732
4056,ニューラルポケット株式会社,ニューラルポケットカブシキガイシャ,,ニューラルポケット,千代田区有楽町一丁目１番２号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,2419,1010
4057,株式会社インターファクトリー,カブシキガイシャインターファクトリー,"Interfactory,Inc.",インターファクトリー,千代田区富士見二丁目１０番２号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,5月31日,1448,2170
4058,トヨクモ株式会社,トヨクモカブシキガイシャ,,トヨクモ,品川区上大崎三丁目１番１号　ＪＲ東急目黒ビル　１４階,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月末日,2205,1576
4059,株式会社まぐまぐ,カブシキカイシャマグマグ,,まぐまぐ,東京都品川区西五反田３－１２－１４　西五反田プレイス８階,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,1575,666
4060,ｒａｋｕｍｏ株式会社,ラクモカブシキガイシャ,rakumo Inc.,ｒａｋｕｍｏ,千代田区麹町３－２,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月末日,1517,963
4061,デンカ株式会社,デンカカブシキカイシャ,Denka Company Limited,デンカ,中央区日本橋室町二丁目１番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,526035,354391
4062,イビデン株式会社,イビデンカブシキガイシャ,"IBIDEN CO.,LTD.",イビデン,大垣市神田町２丁目１番地,有,プライム（内国株式）,3650,電気機器,9,電機・精密,3月31日,578518,323461
4063,信越化学工業株式会社,シンエツカガクコウギョウカブシキガイシャ,"Shin-Etsu Chemical Co., Ltd.",信越化学工業,千代田区丸の内一丁目４番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,3380615,1496906
4064,日本カーバイド工業株式会社,ニッポンカーバイドコウギョウカブシキガイシャ,"NIPPON CARBIDE INDUSTRIES CO.,INC.",日本カーバイド工業,港区港南二丁目１６番２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,63906,42231
4068,ベイシス株式会社,ベイシスカブシキカイシャ,Basis Corporation,ベイシス,品川区北品川一丁目９番２号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月30日,2672,4894
4069,株式会社ＢｌｕｅＭｅｍｅ,カブシキガイシャブルーミーム,BlueMeme Inc.,ＢｌｕｅＭｅｍｅ,千代田区神田錦町三丁目２０番地,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月末日,1386,2101
4071,株式会社プラスアルファ・コンサルティング,カブシキカイシャプラスアルファコンサルティング,"Plus Alpha Consulting Co., Ltd.",プラスアルファ・コンサルティング,港区浜松町１－１８－１６,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,6135,6118
4072,株式会社電算システムホールディングス,カブシキガイシャデンサンシステムホールディングス,"Densan System Holdings Co.,Ltd.",電算システムホールディングス,岐阜市日置江１丁目５８番地,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,51283,50356
4073,株式会社ジィ・シィ企画,カブシキガイシャジイシイキカク,"Global Communication Planning Co., Ltd.",ジィ・シィ企画,佐倉市王子台一丁目２８番８号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月末日,1336,2078
4074,株式会社ラキール,カブシキガイシャラキール,"LaKeel, Inc.",ラキール,港区愛宕二丁目５番１号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,5442,5830
4075,ブレインズテクノロジー株式会社,ブレインズテクノロジーカブシキガイシャ,,ブレインズテクノロジー,港区高輪三丁目２３番１７号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7月末日,1640,854
4076,株式会社シイエヌエス,カブシキカイシャシイエヌエス,"CNS Co.,Ltd",シイエヌエス,渋谷区恵比寿南１丁目５番５号ＪＲ恵比寿ビル９階,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,5月末日,3138,4841
4078,堺化学工業株式会社,サカイカガクコウギョウカブシキガイシャ,"Sakai Chemical Industry Co.,Ltd.",堺化学工業,堺市堺区戎島町５丁２番地,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,123007,84918
4080,株式会社田中化学研究所,カブシキガイシャタナカカガクケンキュウショ,TANAKA CHEMICAL CORPORATION,田中化学研究所,福井市白方町４５字砂浜割５番１０,無,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,33894,22754
4082,第一稀元素化学工業株式会社,ダイイチキゲンソカガクコウギョウカブシキガイシャ,,第一稀元素化学工業,大阪市中央区北浜４－４－９,無,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,56256,23465
4088,エア・ウォーター株式会社,エアウォーターカブシキガイシャ,AIR WATER INC.,エア・ウォーター,大阪市中央区南船場二丁目１２番８号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,926821,806630
4091,日本酸素ホールディングス株式会社,ニッポンサンソホールディングスカブシキガイシャ,NIPPON SANSO HOLDINGS CORPORATION,日本酸素ホールディングス,品川区小山一丁目３番２６号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,1836294,818238
4092,日本化学工業株式会社,ニホンカガクコウギョウカブシキガイシャ,"Nippon Chemical Industrial  Co.,Ltd.",日本化学工業,江東区亀戸９丁目１１番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,70196,34642
4093,東邦アセチレン株式会社,トウホウアセチレンカブシキガイシャ,"toho acetylene co.,ltd.",東邦アセチレン,多賀城市栄二丁目３番３２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,29527,29826
4094,日本化学産業株式会社,ニホンカガクサンギョウカブシキガイシャ,"NIHON KAGAKU SANGYO CO.,LTD.",日本化学産業,台東区下谷二丁目２０番５号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,46342,19642
4095,日本パーカライジング株式会社,ニホンパーカライジングカブシキガイシャ,"NIHON PARKERIZING CO., LTD.",日本パーカライジング,中央区日本橋一丁目１５番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,220210,99918
4097,高圧ガス工業株式会社,コウアツガスコウギョウカブシキガイシャ,"KOATSU GAS KOGYO CO., LTD.",高圧ガス工業,大阪市北区中崎西２丁目４番１２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,92410,76553
4098,チタン工業株式会社,チタンコウギョウカブシキカイシャ,"Titan Kogyo, Ltd.",チタン工業,宇部市大字小串１９７８番地の２５,無,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,15704,6284
4099,四国化成工業株式会社,シコクカセイコウギョウカブシキガイシャ,SHIKOKU CHEMICALS CORPORATION,四国化成工業,丸亀市土器町東八丁目５３７番地１,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,107344,49590
4100,戸田工業株式会社,トダコウギョウカブシキガイシャ,TODA KOGYO CORP.,戸田工業,広島市南区京橋町１番２３号大樹生命広島駅前ビル,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,41783,29024
4102,丸尾カルシウム株式会社,マルオカルシウムカブシキガイシャ,"Maruo Calcium Co.,Ltd.",丸尾カルシウム,明石市魚住町西岡１４５５番地,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,16596,10844
4107,伊勢化学工業株式会社,イセカガクコウギョウカブシキガイシャ,ISE CHEMICALS CORPORATION,伊勢化学工業,中央区京橋一丁目３番１号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,12月31日,33415,20354
4109,ステラケミファ株式会社,ステラケミファカブシキガイシャ,STELLA CHEMIFA CORPORATION,ステラ　ケミファ,大阪市中央区伏見町４－１－１,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,52933,32893
4112,保土谷化学工業株式会社,ホドガヤカガクコウギョウカブシキカイシャ,"Hodogaya Chemical Co.,Ltd.",保土谷化学工業,港区東新橋一丁目９番２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,62609,41199
4113,田岡化学工業株式会社,タオカカガクコウギョウカブシキカイシャ,"TAOKA CHEMICAL COMPANY, LIMITED",田岡化学工業,大阪市淀川区西三国４丁目２番１１号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,27958,32057
4114,株式会社日本触媒,カブシキガイシャニッポンショクバイ,"NIPPON SHOKUBAI CO., LTD.",日本触媒,大阪市中央区高麗橋四丁目１番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,471617,273163
4116,大日精化工業株式会社,ダイニチセイカコウギョウカブシキガイシャ,"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",大日精化工業,中央区日本橋馬喰町一丁目７番６号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,197717,138491
4118,株式会社カネカ,カブシキガイシャカネカ,KANEKA CORPORATION,カネカ,大阪市北区中之島二丁目３番１８号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,667429,577426
4119,日本ピグメント株式会社,ニホンピグメントカブシキガイシャ,Nippon Pigment Company Limited,日本ピグメント,千代田区神田錦町三丁目２０番,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,32341,30117
4120,スガイ化学工業株式会社,スガイカガクコウギョウカブシキカイシャ,"SUGAI CHEMICAL INDUSTRY CO., LTD.",スガイ化学工業,和歌山市宇須四丁目４番６号,無,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,11599,6008
4124,大阪油化工業株式会社,オオサカユカコウギョウカブシキガイシャ,,大阪油化工業,枚方市春日西町二丁目２７番３３号,無,スタンダード（内国株式）,3200,化学,4,素材・化学,9月末日,2024,1216
4125,三和油化工業株式会社,サンワユカコウギョウカブシキガイシャ,SANWAYUKA INDUSTRY CORPORATION,三和油化工業,刈谷市一里山町深田１５番地,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,17116,12460
4151,協和キリン株式会社,キョウワキリンカブシキガイシャ,"Kyowa Kirin Co.,Ltd.",協和キリン,千代田区大手町一丁目９番２号,有,プライム（内国株式）,3250,医薬品,5,医薬品,12月31日,921872,352246
4165,株式会社プレイド,プレイドカブシキガイシャ,"PLAID, Inc.",プレイド,中央区銀座６－１０－１,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月末日,6983,5444
4166,かっこ株式会社,カッコカブシキガイシャ,Cacco Inc.,かっこ,港区元赤坂一丁目５番３１号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,1417,951
4167,株式会社ココペリ,カブシキカイシャココペリ,Kokopelli Inc.,ココペリ,千代田区二番町８番地３二番町大沼ビル４階,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,1747,1024
4168,株式会社ヤプリ,カブシキガイシャヤプリ,"Yappli, Inc.",ヤプリ,港区六本木三丁目２番１号住友不動産六本木グランドタワー４１階,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月末日,2995,3263
4169,ＥＮＥＣＨＡＮＧＥ株式会社,エネチェンジカブシキカイシャ,ENECHANGE Ltd.,ＥＮＥＣＨＡＮＧＥ,千代田区大手町２－６－２　日本ビル３Ｆ,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,6949,3018
4170,株式会社Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,カブシキガイシャカイゼンプラットフォーム,"Kaizen Platform, Inc.",Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,港区白金１丁目２７番６号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,4357,2260
4171,株式会社グローバルインフォメーション,カブシキガイシャグローバルインフォメーション,"Global Information, Inc.",グローバルインフォメーション,川崎市麻生区万福寺一丁目２番３号アーシスビル７階,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,2529,2654
4172,東和ハイシステム株式会社,トウワハイシステムカブシキガイシャ,"TOWA Hi SYSTEM CO.,LTD.",東和ハイシステム,岡山市北区野田三丁目１２番３３号,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,4018,2369
4173,株式会社ＷＡＣＵＬ,カブシキガイシャワカル,WACUL.INC,ＷＡＣＵＬ,千代田区神田小川町３－２６－８　２Ｆ,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,2月末日,711,712
4174,株式会社アピリッツ,カブシキカイシャアピリッツ,Appirits Inc.,アピリッツ,渋谷区神宮前六丁目２７番８号,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,1月31日,2079,3889
4175,株式会社ｃｏｌｙ,カブシキガイシャコリー,coly Inc.,ｃｏｌｙ,港区赤坂四丁目２番６号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,1月31日,3522,6331
4176,株式会社ココナラ,カブシキガイシャココナラ,,ココナラ,渋谷区桜丘町２０番１号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,8月31日,4059,2746
4177,株式会社ｉ－ｐｌｕｇ,カブシキカイシャアイプラグ,,ｉ‐ｐｌｕｇ,大阪市淀川区西中島５－１１－８,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月末日,2864,2151
4178,株式会社Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,カブシキカイシャシェアリングイノベーションズ,,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,渋谷区恵比寿四丁目２０番３号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,2102,4477
4179,株式会社ジーネクスト,カブシキガイシャジーネクスト,G-NEXT Inc.,ジーネクスト,千代田区飯田橋四丁目７番１号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,1232,872
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ株式会社,エイピアグループカブシキガイシャ,,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,港区愛宕二丁目５番１号　愛宕グリーンヒルズＭＯＲＩタワー４０階,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,31205,12660
4182,三菱瓦斯化学株式会社,ミツビシガスカガクカブシキガイシャ,"MITSUBISHI GAS CHEMICAL COMPANY,INC.",三菱瓦斯化学,千代田区丸の内二丁目５番２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,836364,595718
4183,三井化学株式会社,ミツイカガクカブシキガイシャ,"Mitsui Chemicals, Inc.",三井化学,港区東新橋一丁目５番２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,1558125,1211725
4185,ＪＳＲ株式会社,ジェイエスアールカブシキガイシャ,JSR Corporation,ＪＳＲ,港区東新橋一丁目９番２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,672773,312000
4186,東京応化工業株式会社,トウキョウオウカコウギョウカブシキガイシャ,"TOKYO OHKA KOGYO CO., LTD.",東京応化工業,川崎市中原区中丸子１５０番地,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,217264,140055
4187,大阪有機化学工業株式会社,オオサカユウキカガクコウギョウカブシキガイシャ,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,大阪有機化学工業,大阪市中央区安土町１丁目８番１５号,有,プライム（内国株式）,3200,化学,4,素材・化学,11月30日,49868,35027
4188,三菱ケミカルグループ株式会社,ミツビシケミカルグループカブシキカイシャ,Mitsubishi Chemical Gloup Corporation,三菱ケミカルグループ,千代田区丸の内一丁目１番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,5287228,3257535
4189,ＫＨネオケム株式会社,ケイエイチネオケムカブシキガイシャ,"KH Neochem Co.,Ltd.",ＫＨネオケム,中央区日本橋室町二丁目３番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,122069,117110
4192,スパイダープラス株式会社,スパイダープラスカブシキガイシャ,,スパイダープラス,港区虎ノ門２－２－１　住友不動産虎ノ門タワー２７階,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,0,0
4193,株式会社ファブリカコミュニケーションズ,カブシキガイシャファブリカコミュニケーションズ,,ファブリカコミュニケーションズ,名古屋市中区錦三丁目５番３０号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,2267,4826
4194,ビジョナル株式会社,ビジョナルカブシキガイシャ,Visional,ビジョナル,渋谷区渋谷二丁目１５－１,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7月31日,35076,28698
4196,株式会社ネオマーケティング,カブシキガイシャネオマーケティング,NEO MARKETING INC.,ネオマーケティング,渋谷区南平台町１６番２５号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,1500,1829
4198,株式会社テンダ,カブシキガイシャテンダ,,テンダ,豊島区東池袋三丁目１番１号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,5月31日,1875,2985
4199,ワンダープラネット株式会社,ワンダープラネットカブシキガイシャ,WonderPlanet Inc.,ワンダープラネット,名古屋市中区錦三丁目２３番１８号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,8月31日,3711,3585
4200,株式会社ＨＣＳホールディングス,カブシキガイシャエイチシーエスホールディングス,"HCS HOLDINGS CO.,LTD.",ＨＣＳホールディングス,江東区東陽二丁目４番３８号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,4067,4758
4202,株式会社ダイセル,カブシキガイシャダイセル,DAICEL CORPORATION,ダイセル,大阪市北区大深町３番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,640385,393568
4203,住友ベークライト株式会社,スミトモベークライトカブシキガイシャ,Sumitomo Bakelite Company Limited,住友ベークライト,品川区東品川二丁目５番８号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,345763,209002
4204,積水化学工業株式会社,セキスイカガクコウギョウカブシキガイシャ,"Sekisui Chemical Co.,Ltd.",積水化学工業,大阪市北区西天満二丁目４番４号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,1150143,1056560
4205,日本ゼオン株式会社,ニッポンゼオンカブキシガイシャ,ZEON CORPORATION,日本ゼオン,千代田区丸の内一丁目６番２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,448821,301961
4206,アイカ工業株式会社,アイカコウギョウカブシキガイシャ,"Aica Kogyo Company, Limited",アイカ工業,清須市西堀江２２８８番地,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,207363,174628
4208,ＵＢＥ株式会社,ユービーイーカブシキガイシャ,UBE Corporation,ＵＢＥ,宇部市大字小串１９７８番地の９６,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,769710,613889
4212,積水樹脂株式会社,セキスイジュシカブシキガイシャ,Sekisui Jushi Corporation,積水樹脂,大阪市北区西天満二丁目４番４号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,138555,64735
4215,タキロンシーアイ株式会社,タキロンシーアイカブシキガイシャ,C.I. TAKIRON Corporation,タキロンシーアイ,大阪市北区梅田三丁目１番３号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,142743,134470
4216,旭有機材株式会社,アサヒユウキザイカブシキガイシャ,ASAHI YUKIZAI CORPORATION,旭有機材,延岡市中の瀬町二丁目５９５５番地,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,67732,53551
4218,ニチバン株式会社,ニチバンカブシキガイシャ,"NICHIBAN CO., LTD",ニチバン,文京区関口二丁目３番３号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,61214,41528
4220,リケンテクノス株式会社,リケンテクノスカブシキガイシャ,RIKEN TECHNOS CORPORATION,リケンテクノス,千代田区神田淡路町二丁目１０１番地,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,95208,88224
4221,大倉工業株式会社,オオクラコウギョウカブシキガイシャ,"Okura Industrial Co.,Ltd.",大倉工業,丸亀市中津町１５１５番地,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,85869,88420
4222,児玉化学工業株式会社,コダマカガクコウギョウカブシキガイシャ,"KODAMA CHEMICAL INDUSTRY CO.,LTD.",児玉化学工業,中央区日本橋本石町一丁目２番２号（三菱ケミカル日本橋ビル）,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,13236,13768
4224,ロンシール工業株式会社,ロンシールコウギョウカブシキガイシャ,LONSEAL CORPORATION,ロンシール工業,墨田区緑四丁目１５番３号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,23904,17167
4228,積水化成品工業株式会社,セキスイカセイヒンコウギョウカブシキガイシャ,"Sekisui Kasei Co.,Ltd.",積水化成品工業,大阪市北区西天満２－４－４,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,158439,118851
4229,群栄化学工業株式会社,グンエイカガクコウギョウカブシキガイシャ,"Gun Ei Chemical Industry Co., Ltd.",群栄化学工業,高崎市宿大類町７００番地,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,51984,25194
4231,タイガースポリマー株式会社,タイガースポリマーカブシキガイシャ,TIGERS POLYMER CORPORATION,タイガースポリマー,豊中市新千里東町１丁目４番１号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,43875,36589
4234,株式会社サンエー化研,カブシキガイシャサンエーカケン,"Sun A.Kaken Company,Limited",サンエー化研,中央区日本橋本町１丁目７番４号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,35988,29986
4235,ウルトラファブリックス・ホールディングス株式会社,ウルトラファブリックスホールディングスカブシキガイシャ,"Ultrafabrics Holdings Co.,Ltd.",ウルトラファブリックス・ホールディングス,八王子市明神町３－２０－６　八王子ファーストスクエア６Ｆ,有,スタンダード（内国株式）,3200,化学,4,素材・化学,12月31日,31382,14134
4237,フジプレアム株式会社,フジプレアムカブシキガイシャ,Fujipream Corporation,フジプレアム,姫路市飾西３８番地１,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,14681,12585
4238,ミライアル株式会社,ミライアルカブシキガイシャ,"Miraial Co.,Ltd",ミライアル,豊島区東池袋一丁目２４番１号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,1月31日,22671,9733
4240,クラスターテクノロジー株式会社,クラスターテクノロジーカブシキガイシャ,"CLUSTER TECHNOLOGY CO.,LTD.",クラスターテクノロジー,東大阪市渋川町４丁目５番２８号,無,グロース（内国株式）,3200,化学,4,素材・化学,3月31日,1471,736
4241,株式会社アテクト,カブシキガイシャアテクト,atect corporation,アテクト,東近江市上羽田町３２７５－１,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,5743,2855
4242,株式会社タカギセイコー,カブシキガイシャタカギセイコー,TAKAGI SEIKO CORPORATION,タカギセイコー,高岡市二塚３２２番地の３,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,35234,37144
4243,株式会社ニックス,カブシキガイシャニックス,"NIX,INC.",ニックス,横浜市西区みなとみらい二丁目３番３号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,9月30日,5732,4068
4245,株式会社ダイキアクシス,カブシキガイシャダイキアクシス,"Daiki Axis Co.,Ltd",ダイキアクシス,松山市美沢一丁目９番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,12月末日,32252,37824
4246,ダイキョーニシカワ株式会社,ダイキョーニシカワカブシキガイシャ,DaikyoNishikawa Corporation,ダイキョーニシカワ,東広島市寺家産業団地５番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,159295,150234
4247,ポバール興業株式会社,ポバールコウギョウカブシキカイシャ,"POVAL KOGYO CO.,LTD.",ポバール興業,名古屋市中村区野田町字中深３０番地,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,6227,3252
4248,竹本容器株式会社,タケモトヨウキカブシキガイシャ,"Takemoto Yohki Co.,Ltd.",竹本容器,台東区西浅草一丁目５番１５号,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,18976,15776
4249,森六ホールディングス株式会社,モリロクホールディングスカブシキガイシャ,"MORIROKU HOLDINGS COMPANY, LTD.",森六ホールディングス,港区南青山一丁目１番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,132887,155460
4251,恵和株式会社,ケイワカブシキカイシャ,,恵和,中央区日本橋茅場町２－１０－５,有,プライム（内国株式）,3200,化学,4,素材・化学,12月末日,28771,18130
4255,ＴＨＥＣＯＯ株式会社,ザクーカブシキガイシャ,THECOO Inc.,ＴＨＥＣＯＯ,渋谷区神宮前３丁目２５－１５神宮前テラス５階,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,3220,3482
4256,株式会社サインド,カブシキガイシャサインド,,サインド,品川区西五反田一丁目２５番１号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,588,799
4258,株式会社網屋,カブシキガイシャアミヤ,,網屋,中央区日本橋浜町三丁目３番２号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,2849,2761
4259,株式会社エクサウィザーズ,カブシキガイシャエクサウィザーズ,ExaWizards Inc.,エクサウィザーズ,港区東新橋１－９－２,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月末日,3686,2612
4260,株式会社ハイブリッドテクノロジーズ,カブシキガイシャハイブリッドテクノロジーズ,"Hybrid Technologies Co., Ltd.",ハイブリッドテクノロジーズ,中央区新川２－２２－１いちご新川ビル５Ｆ,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,1342,1702
4261,アジアクエスト株式会社,アジアクエストカブシキガイシャ,,アジアクエスト,千代田区飯田橋三丁目１１番１３号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,1972,2236
4262,ニフティライフスタイル株式会社,ニフティライフスタイルカブシキガイシャ,"NIFTY Lifestyle Co.,Ltd",ニフティライフスタイル,新宿区北新宿２－２１－１　新宿フロントタワー,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,2102,2264
4263,サスメド株式会社,サスメドカブシキガイシャ,"SUSMED, Inc.",サスメド,中央区日本橋本町三丁目７番２号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月30日,0,0
