コード,会社名,会社名（カナ）,会社名（英語）,銘柄名,所在地,連結の有無,市場,33業種コード,33業種区分,17業種コード,17業種区分,決算日,総資産（百万）,売上高（百万）
4685,株式会社菱友システムズ,カブシキガイシャリョウユウシステムズ,"Ryoyu Systems Co., Ltd.",菱友システムズ,港区芝浦一丁目２番３号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,20050,31557
4686,株式会社ジャストシステム,カブシキガイシャジャストシステム,JUSTSYSTEMS CORPORATION,ジャストシステム,徳島市川内町平石若松１０８番地４,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,75401,41174
4687,ＴＤＣソフト株式会社,ティーディーシーソフトカブシキガイシャ,TDC SOFT Inc.,ＴＤＣソフト,渋谷区代々木三丁目２２番７号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,18652,27292
4689,Ｚホールディングス株式会社,ゼットホールディングスカブシキガイシャ,Z Holdings Corporation,Ｚホールディングス,千代田区紀尾井町１番３号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,6691328,1205846
4690,日本パレットプール株式会社,ニッポンパレットプールカブシキカイシャ,"NIPPON PALLET POOL CO.,LTD.",日本パレットプール,大阪市北区芝田二丁目８番１１号,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,10235,6962
4691,ワシントンホテル株式会社,ワシントンホテルカブシキカイシャ,,ワシントンホテル,名古屋市千種区内山三丁目２３番５号,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,27024,4761
4694,株式会社ビー・エム・エル,カブシキガイシャビーエムエル,"BML, INC.",ビー・エム・エル,渋谷区千駄ヶ谷五丁目２１番３号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,139174,138571
4704,トレンドマイクロ株式会社,トレンドマイクロカブシキガイシャ,Trend Micro Incorporated,トレンドマイクロ,渋谷区代々木二丁目１番１号　新宿マインズタワー,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,420457,190359
4705,株式会社クリップコーポレーション,カブシキガイシャ　クリップコーポレーション,CLIP Corporation,クリップコーポレーション,名古屋市千種区内山三丁目１８番１０号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,5835,3196
4707,株式会社キタック,カブシキガイシャ　キタック,KITAC CORPORATION,キタック,新潟市中央区新光町１０番地２,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,10月20日,5452,2545
4708,りらいあコミュニケーションズ株式会社,リライアコミュニケーションズカブシキガイシャ,"Relia,Inc.",りらいあコミュニケーションズ,渋谷区代々木二丁目６番５号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,67127,127603
4709,株式会社ＩＤホールディングス,カブシキガイシャアイディーホールディングス,ID Holdings Corporation,ＩＤホールディングス,千代田区五番町１２番地１,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,16796,25766
4712,株式会社ＫｅｙＨｏｌｄｅｒ,カブシキガイシャキーホルダー,"KeyHolder,Inc.",ＫｅｙＨｏｌｄｅｒ,渋谷区東三丁目１６番３号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,12月31日,27700,16786
4714,株式会社　リソー教育,カブシキガイシャ　リソーキョウイク,"RISO KYOIKU CO.,LTD.",リソー教育,豊島区目白三丁目１番４０号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2月末日,13940,25201
4716,日本オラクル株式会社,ニホンオラクルカブシキガイシャ,ORACLE CORPORATION JAPAN,日本オラクル,港区北青山２丁目５番８号,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,5月31日,333999,208523
4718,株式会社早稲田アカデミー,カブシキガイシャワセダアカデミー,"WASEDA ACADEMY CO.,LTD.",早稲田アカデミー,豊島区南池袋一丁目１６番１５号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,18586,25453
4719,株式会社アルファシステムズ,カブシキガイシャアルファシステムズ,ALPHA SYSTEMS INC.,アルファシステムズ,川崎市中原区上小田中六丁目６番１号,無,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,44307,31318
4720,株式会社城南進学研究社,カブシキガイシャジョウナンシンガクケンキュウシャ,"JOHNAN ACADEMIC PREPARATORY INSTITUTE,INC.",城南進学研究社,川崎市川崎区駅前本町２２番地２,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,5883,5709
4722,フューチャー株式会社,フューチャーカブシキガイシャ,Future  Corporation,フューチャー,品川区大崎一丁目２番２号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,54483,48698
4725,株式会社ＣＡＣ　Ｈｏｌｄｉｎｇｓ,カブシキカイシャシーエーシーホールディングス,CAC Holdings Corporation,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,中央区日本橋箱崎町２４番１号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,47261,47935
4726,ＳＢテクノロジー株式会社,エスビーテクノロジーカブシキガイシャ,SB TECHNOLOGY CORP.,ＳＢテクノロジー,新宿区新宿６丁目２７番３０号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,38798,70451
4728,株式会社トーセ,カブシキガイシャトーセ,"TOSE CO.,LTD.",トーセ,乙訓郡大山崎町字下植野小字二階下１３番地,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,8月31日,7087,5960
4732,株式会社ユー・エス・エス,カブシキガイシャユーエスエス,"USS Co.,Ltd.",ユー・エス・エス,東海市新宝町５０７番地の２０,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,210699,74874
4733,株式会社オービックビジネスコンサルタント,カブシキガイシャオービックビジネスコンサルタント,"OBIC BUSINESS CONSULTANTS CO.,LTD.",オービックビジネスコンサルタント,新宿区西新宿六丁目８番１号,無,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,158362,29252
4735,株式会社京進,カブシキガイシャキョウシン,"KYOSHIN CO.,LTD.",京進,京都市下京区烏丸通五条下る大坂町３８２－１,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,5月末日,21736,23145
4736,日本ラッド株式会社,ニッポンラッドカブシキガイシャ,Nippon RAD Inc.,日本ラッド,港区虎ノ門二丁目２番５号,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,4037,3008
4739,伊藤忠テクノソリューションズ株式会社,イトウチュウテクノソリューションズカブシキガイシャ,ITOCHU Techno-Solutions Corporation,伊藤忠テクノソリューションズ,港区虎ノ門四丁目１番１号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,462749,479879
4743,株式会社アイティフォー,カブシキガイシャアイティフォー,ITFOR Inc,アイティフォー,千代田区一番町２１番地,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,18690,16289
4745,株式会社東京個別指導学院,カブシキガイシャトウキョウコベツシドウガクイン,"Tokyo Individualized Educational Institute,INC.",東京個別指導学院,新宿区西新宿一丁目２６番２号,無,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2月末日,11687,19142
4746,株式会社東計電算,カブシキガイシャトウケイデンサン,"Toukei Computer Co.,Ltd.",東計電算,川崎市中原区市ノ坪１５０番地,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,34760,16782
4748,株式会社　構造計画研究所,カブシキガイシャコウゾウケイカクケンキュウジョ,KOZO KEIKAKU ENGINEERING Inc.,構造計画研究所,中野区本町四丁目３８番１３号　日本ホルスタイン会館内,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月30日,15548,13631
4750,株式会社ダイサン,カブシキガイシャダイサン,"DAISAN CO.,LTD.",ダイサン,大阪市中央区南本町２丁目６番１２号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,4月20日,10000,8653
4751,株式会社サイバーエージェント,カブシキガイシャサイバーエージェント,"CyberAgent,Inc.",サイバーエージェント,渋谷区宇田川町４０番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,9月30日,382578,666460
4752,株式会社　昭和システムエンジニアリング,カブシキガイシャショウワシステムエンジニアリング,SHOWA SYSTEM ENGINEERING CORPORATION,昭和システムエンジニアリング,中央区日本橋小伝馬町１番５号,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,6769,6013
4754,株式会社トスネット,カブシキガイシャトスネット,TOSNETCORPORATION,トスネット,仙台市宮城野区宮城野一丁目１０番１号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,9月30日,9022,9918
4755,楽天グループ株式会社,ラクテングループカブシキガイシャ,"Rakuten Group,Inc.",楽天グループ,世田谷区玉川一丁目１４番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,12月31日,16831221,1681757
4760,株式会社アルファ,カブシキガイシャアルファ,"ALPHA CO.,LTD.",アルファ,岡山市桑野７０９番地６,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,8月31日,3823,5764
4761,株式会社さくらケーシーエス,カブシキガイシャサクラケーシーエス,SAKURA KCS Corporation,さくらケーシーエス,神戸市中央区播磨町２１番１,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,22824,24658
4762,株式会社エックスネット,カブシキガイシャエックスネット,XNET Corporation,エックスネット,新宿区荒木町１３番地４,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,8244,5039
4763,株式会社クリーク・アンド・リバー社,カブシキガイシャクリークアンドリバーシャ,"CREEK & RIVER Co.,Ltd.",クリーク・アンド・リバー社,港区新橋四丁目１番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2月末日,18087,37314
4765,モーニングスター株式会社,モーニングスターカブシキガイシャ,Morningstar Japan K.K.,モーニングスター,港区六本木１丁目６番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,14189,7485
4766,株式会社ピーエイ,カブシキガイシャ　ピーエイ,"PA Co., Ltd",ピーエイ,双葉郡楢葉町大字北田字下山根３８－１,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,12月31日,1399,1582
